edad;abandono;viajes;departamento;distancia_casa;educacion;carrera;empleados;id;satisfaccion_entorno;sexo;implicacion;nivel_laboral;puesto;satisfaccion_trabajo;estado_civil;salario_mes;num_empresas_anteriores;mayor_edad;horas_extra;incremento_salario_porc;evaluacion;satisfaccion_companeros;horas_quincena;nivel_acciones;anos_experiencia;num_formaciones_ult_ano;conciliacion;anos_compania;anos_en_puesto;anos_desde_ult_promocion;anos_con_manager_actual
35;No;Travel_Rarely;Sales;18;Universitaria;Medical;1;975;Alta;3;Alta;2;Sales Executive;Alta;Married;4601;1;Y;No;16;Alta;Media;80;0;5;3;Alta;5;NA;1;0
52;No;Travel_Rarely;Research & Development;1;Universitaria;Life Sciences;1;976;Muy_Alta;3;Alta;4;Manager;Alta;Married;17099;2;Y;No;15;Alta;Media;80;1;26;2;Alta;9;NA;7;8
58;Yes;Travel_Rarely;Research & Development;2;Universitaria;Technical Degree;1;977;Muy_Alta;3;Alta;1;Research Scientist;Alta;Single;2479;4;Y;No;24;Muy_Alta;Baja;80;0;7;4;Alta;1;NA;0;0
53;No;Travel_Rarely;Sales;2;Universitaria;Medical;1;981;Alta;3;Alta;4;Manager;Alta;Divorced;14852;6;Y;No;13;Alta;Alta;80;1;22;3;#N/D;17;NA;15;2
30;No;Travel_Rarely;Sales;8;Universitaria;Other;1;982;Alta;3;Alta;3;Sales Executive;Alta;Divorced;7264;5;Y;No;11;Alta;Baja;80;1;10;2;#N/D;8;NA;7;7
38;No;Non-Travel;Sales;10;#N/D;Technical Degree;1;983;Alta;NA;#N/D;2;Sales Executive;#N/D;Single;5666;1;Y;Yes;13;Alta;Media;80;0;6;1;#N/D;5;NA;1;3
35;No;Travel_Rarely;Sales;3;Universitaria;Life Sciences;1;984;Muy_Alta;3;Alta;3;Sales Executive;Alta;Divorced;7823;6;Y;No;13;Alta;Media;80;1;12;2;#N/D;10;NA;0;8
39;No;Travel_Rarely;Sales;2;#N/D;Life Sciences;1;985;Baja;4;Muy_Alta;3;Sales Executive;Muy_Alta;Single;7880;0;Y;No;18;Alta;Muy_Alta;80;0;9;3;#N/D;8;NA;0;7
40;Yes;Non-Travel;Sales;24;Master;Life Sciences;1;986;Media;4;Muy_Alta;4;Sales Executive;Muy_Alta;Single;13194;4;Y;Yes;16;Alta;Muy_Alta;80;0;22;2;#N/D;1;4;0;0
47;No;Travel_Frequently;Research & Development;16;Master;Medical;1;987;Alta;4;Muy_Alta;2;Manufacturing Director;Muy_Alta;Divorced;5067;1;Y;Yes;19;Alta;Alta;80;0;20;3;#N/D;19;4;2;7
36;No;Non-Travel;Sales;8;Universitaria;Technical Degree;1;990;Baja;NA;Alta;2;Sales Executive;Alta;Divorced;5079;4;Y;No;13;Alta;Muy_Alta;80;2;12;3;#N/D;7;3;0;7
31;Yes;Non-Travel;Research & Development;9;Secundaria;Medical;1;991;Alta;2;Media;1;Research Scientist;Media;Single;2321;0;Y;Yes;22;Muy_Alta;Baja;80;0;4;0;#N/D;3;2;1;2
33;No;Non-Travel;Sales;17;Universitaria;Life Sciences;1;992;Muy_Alta;NA;Alta;4;Manager;Alta;Single;17444;1;Y;No;11;Alta;Muy_Alta;80;0;10;2;Alta;10;NA;6;0
29;Yes;Travel_Rarely;Research & Development;10;Secundaria;Life Sciences;1;994;Muy_Alta;2;Media;1;Research Scientist;Media;Single;2404;6;Y;Yes;20;Muy_Alta;Alta;80;0;3;5;#N/D;0;NA;0;0
33;No;Travel_Rarely;Research & Development;13;Universitaria;Life Sciences;1;995;Media;NA;Alta;1;Research Scientist;Alta;Single;3452;3;Y;No;18;Alta;Baja;80;0;5;4;#N/D;3;NA;0;2
45;No;Travel_Rarely;Research & Development;1;Universitaria;Medical;1;996;Muy_Alta;NA;Alta;1;Laboratory Technician;Alta;Divorced;2270;3;Y;No;14;Alta;Muy_Alta;80;2;8;2;#N/D;5;NA;0;2
50;No;Travel_Rarely;Research & Development;1;Universitaria;Medical;1;997;Muy_Alta;3;Alta;4;Research Director;Alta;Divorced;17399;9;Y;No;22;Muy_Alta;Alta;80;1;32;1;Alta;5;NA;1;3
33;No;Travel_Frequently;Research & Development;1;Master;Other;1;998;Alta;4;Muy_Alta;2;Healthcare Representative;Muy_Alta;Married;5488;1;Y;Yes;13;Alta;Baja;80;1;6;2;#N/D;6;NA;1;2
41;No;Travel_Frequently;Research & Development;9;Universitaria;Medical;1;999;Baja;NA;Alta;5;Research Director;#N/D;Divorced;19419;2;Y;No;17;Alta;Media;80;1;21;2;#N/D;18;NA;0;11
27;No;Travel_Rarely;Research & Development;16;Universitaria;Technical Degree;1;1001;Alta;3;Alta;1;Laboratory Technician;#N/D;Married;2811;9;Y;No;14;Alta;Media;80;1;4;2;#N/D;2;3;2;2
45;No;Non-Travel;Research & Development;23;Universitaria;Life Sciences;1;1002;Muy_Alta;3;Alta;2;Laboratory Technician;Alta;Married;3633;1;Y;Yes;15;Alta;Alta;80;1;9;2;Alta;9;NA;0;8
47;No;Travel_Rarely;Sales;4;Universitaria;Life Sciences;1;1003;Muy_Alta;3;Alta;2;Sales Executive;Alta;Single;4163;1;Y;Yes;17;Alta;Alta;80;0;9;0;#N/D;9;NA;0;7
30;Yes;Travel_Rarely;Research & Development;22;Universitaria;Life Sciences;1;1004;Baja;3;Alta;1;Research Scientist;Alta;Married;2132;4;Y;Yes;11;Alta;Media;80;0;7;2;#N/D;5;NA;0;1
50;No;Travel_Rarely;Research & Development;24;Universitaria;Life Sciences;1;1005;Muy_Alta;3;Alta;4;Manufacturing Director;Alta;Married;13973;3;Y;Yes;18;Alta;Muy_Alta;80;1;22;2;#N/D;12;NA;1;5
38;No;Travel_Frequently;Research & Development;10;Universitaria;Medical;1;1006;Alta;3;Alta;1;Research Scientist;Alta;Married;2684;0;Y;No;17;Alta;Media;80;1;3;0;#N/D;2;NA;0;2
46;No;Travel_Rarely;Research & Development;7;Universitaria;Medical;1;1007;Muy_Alta;3;Alta;3;Manufacturing Director;Alta;Divorced;10845;6;Y;No;13;Alta;Media;80;1;13;3;#N/D;8;NA;0;7
24;No;Travel_Rarely;Research & Development;17;Secundaria;Medical;1;1009;Muy_Alta;2;Media;2;Manufacturing Director;Media;Divorced;4377;1;Y;No;15;Alta;Media;80;2;5;6;#N/D;4;NA;3;2
35;Yes;Travel_Rarely;Research & Development;14;#N/D;Other;1;1010;Alta;NA;Media;1;Laboratory Technician;Media;Divorced;3743;1;Y;Yes;24;Muy_Alta;Muy_Alta;80;1;5;2;#N/D;4;NA;0;2
31;No;Travel_Frequently;Research & Development;1;Universitaria;Life Sciences;1;1011;Alta;3;Alta;2;Manufacturing Director;Alta;Married;4148;1;Y;No;12;Alta;Alta;80;1;4;1;#N/D;4;3;0;3
18;No;Non-Travel;Research & Development;5;Universitaria;Life Sciences;1;1012;Media;3;Alta;1;Research Scientist;Alta;Single;1051;1;Y;No;15;Alta;Muy_Alta;80;0;0;2;#N/D;0;NA;0;0
54;No;Travel_Rarely;Research & Development;17;Universitaria;Technical Degree;1;1013;Alta;3;Alta;3;Manufacturing Director;Alta;Married;10739;8;Y;No;11;Alta;Alta;80;1;22;2;#N/D;10;3;0;8
35;No;Travel_Rarely;Research & Development;25;Universitaria;Medical;1;1014;Alta;3;Alta;3;Healthcare Representative;Alta;Divorced;10388;1;Y;Yes;11;Alta;Alta;80;1;16;3;#N/D;16;NA;10;1
30;No;Travel_Rarely;Research & Development;8;Master;Life Sciences;1;1015;Media;4;Muy_Alta;3;Research Director;Muy_Alta;Married;11416;0;Y;Yes;12;Alta;Alta;80;3;9;4;#N/D;8;4;1;7
20;Yes;Travel_Rarely;Research & Development;11;Secundaria;Medical;1;1016;Muy_Alta;NA;Media;1;Research Scientist;Media;Single;2600;1;Y;Yes;15;Alta;Baja;80;0;1;2;#N/D;1;NA;0;0
30;Yes;Travel_Frequently;Research & Development;5;Universitaria;Medical;1;1017;Media;3;Alta;1;Laboratory Technician;Alta;Single;2422;0;Y;No;17;Alta;Baja;80;0;4;3;#N/D;3;NA;1;2
26;No;Travel_Rarely;Research & Development;2;Master;Medical;1;1018;Muy_Alta;4;Muy_Alta;2;Manufacturing Director;Muy_Alta;Married;5472;1;Y;No;12;Alta;Media;80;0;8;2;#N/D;8;NA;1;3
22;No;Travel_Rarely;Research & Development;8;Primaria;Life Sciences;1;1019;Media;1;Baja;1;Laboratory Technician;Baja;Married;2451;1;Y;No;15;Alta;Baja;80;1;4;3;#N/D;4;NA;1;1
48;No;Travel_Rarely;Research & Development;6;Secundaria;Life Sciences;1;1022;Baja;NA;Media;2;Healthcare Representative;Media;Single;4240;2;Y;No;13;Alta;Muy_Alta;80;0;19;0;#N/D;2;2;2;2
48;No;Travel_Rarely;Research & Development;4;Secundaria;Life Sciences;1;1024;Alta;2;Media;3;Healthcare Representative;Media;Single;10999;7;Y;No;14;Alta;Media;80;0;27;3;#N/D;15;NA;4;8
41;No;Travel_Rarely;Research & Development;7;Universitaria;Medical;1;1025;Muy_Alta;3;Alta;2;Manufacturing Director;Alta;Single;5003;6;Y;No;14;Alta;Media;80;0;8;6;#N/D;2;NA;2;1
39;No;Travel_Rarely;Research & Development;1;Secundaria;Life Sciences;1;1026;Muy_Alta;2;Media;4;Manufacturing Director;#N/D;Married;12742;1;Y;No;16;Alta;Alta;80;1;21;3;#N/D;21;NA;11;8
27;No;Travel_Rarely;Research & Development;2;Universitaria;Life Sciences;1;1027;Baja;3;Alta;2;Manufacturing Director;Alta;Married;4227;0;Y;No;18;Alta;Media;80;1;4;2;Alta;3;NA;2;2
35;No;Travel_Rarely;Research & Development;10;Universitaria;Other;1;1028;Media;3;Alta;1;Laboratory Technician;Alta;Divorced;3917;1;Y;No;20;Muy_Alta;Baja;80;1;3;4;#N/D;3;NA;1;2
42;No;Travel_Rarely;Sales;5;Universitaria;Marketing;1;1029;Muy_Alta;3;Alta;5;Manager;Alta;Married;18303;6;Y;No;13;Alta;Media;80;0;21;3;#N/D;1;NA;0;0
50;No;Travel_Rarely;Research & Development;9;Universitaria;Life Sciences;1;1030;Baja;3;Alta;1;Laboratory Technician;Alta;Married;2380;4;Y;No;18;Alta;Media;80;0;8;5;Alta;1;NA;0;0
59;No;Travel_Rarely;Research & Development;2;Secundaria;Life Sciences;1;1032;Alta;NA;Media;4;Manufacturing Director;Media;Single;13726;3;Y;Yes;13;Alta;Baja;80;0;30;4;#N/D;5;NA;4;3
37;Yes;Travel_Rarely;Research & Development;11;#N/D;Medical;1;1033;Baja;1;Baja;2;Healthcare Representative;Baja;Married;4777;5;Y;No;15;Alta;Baja;80;0;15;2;#N/D;1;1;0;0
55;No;Travel_Frequently;Research & Development;18;Universitaria;Medical;1;1034;Alta;3;Alta;2;Healthcare Representative;Alta;Married;6385;3;Y;Yes;14;Alta;Muy_Alta;80;2;17;3;#N/D;8;NA;6;7
41;No;Non-Travel;Research & Development;7;Primaria;Life Sciences;1;1035;Media;1;Baja;5;Research Director;Baja;Divorced;19973;1;Y;No;22;Muy_Alta;Media;80;2;21;3;#N/D;21;NA;5;10
38;No;Travel_Rarely;Sales;3;Universitaria;Life Sciences;1;1036;Media;NA;Alta;2;Sales Executive;Alta;Single;6861;8;Y;Yes;12;Alta;Alta;80;0;19;1;#N/D;1;NA;0;0
26;Yes;Non-Travel;Sales;29;#N/D;Medical;1;1037;Media;1;Baja;2;Sales Executive;Baja;Single;4969;8;Y;No;18;Alta;Muy_Alta;80;0;7;6;#N/D;2;NA;2;2
52;Yes;Travel_Rarely;Sales;2;Primaria;Marketing;1;1038;Baja;1;Baja;5;Manager;Baja;Married;19845;1;Y;No;15;Alta;Muy_Alta;80;1;33;3;Baja;32;NA;6;9
44;No;Travel_Rarely;Sales;28;Master;Medical;1;1039;Muy_Alta;4;Muy_Alta;4;Sales Executive;Muy_Alta;Married;13320;3;Y;Yes;18;Alta;Alta;80;1;23;2;#N/D;12;NA;11;11
50;No;Non-Travel;Sales;1;Universitaria;Life Sciences;1;1040;Muy_Alta;3;Alta;2;Sales Executive;Alta;Married;6347;0;Y;No;12;Alta;Baja;80;1;19;3;#N/D;18;NA;0;13
36;Yes;Travel_Rarely;Research & Development;16;Master;Life Sciences;1;1042;Alta;NA;Muy_Alta;1;Laboratory Technician;Muy_Alta;Single;2743;1;Y;No;16;Alta;Alta;80;0;18;1;#N/D;17;NA;15;14
39;No;Travel_Frequently;Research & Development;22;Universitaria;Medical;1;1043;Muy_Alta;3;Alta;3;Manufacturing Director;Alta;Single;10880;1;Y;Yes;13;Alta;Alta;80;0;21;2;#N/D;21;NA;2;8
33;No;Non-Travel;Sales;8;Secundaria;Life Sciences;1;1044;Media;2;Media;1;Sales Representative;Media;Single;2342;0;Y;No;19;Alta;Muy_Alta;80;0;3;2;#N/D;2;NA;2;2
45;No;Travel_Rarely;Sales;11;Universitaria;Life Sciences;1;1045;Muy_Alta;NA;Alta;4;Manager;Alta;Married;17650;3;Y;No;13;Alta;Media;80;1;26;4;#N/D;9;NA;1;1
32;No;Non-Travel;Research & Development;29;#N/D;Medical;1;1046;Muy_Alta;NA;Alta;1;Laboratory Technician;Alta;Single;4025;9;Y;No;12;Alta;Media;80;0;10;2;#N/D;8;3;7;7
34;No;Travel_Rarely;Sales;1;Master;Marketing;1;1047;Media;4;Muy_Alta;2;Sales Executive;Muy_Alta;Divorced;9725;0;Y;No;11;Alta;Muy_Alta;80;1;16;2;#N/D;15;NA;0;9
59;No;Travel_Rarely;Sales;1;Universitaria;Technical Degree;1;1048;Media;3;Alta;3;Manager;Alta;Married;11904;3;Y;Yes;14;Alta;Alta;80;1;14;1;#N/D;6;NA;0;4
45;No;Travel_Rarely;Human Resources;24;Universitaria;Medical;1;1049;Media;NA;Alta;1;Human Resources;Alta;Single;2177;1;Y;No;16;Alta;Baja;80;0;6;3;#N/D;6;NA;0;4
53;No;Travel_Frequently;Sales;2;#N/D;Marketing;1;1050;Alta;2;Media;3;Sales Executive;Media;Married;7525;2;Y;No;12;Alta;Baja;80;1;30;2;#N/D;15;NA;6;12
36;Yes;Travel_Rarely;Research & Development;15;Universitaria;Other;1;1052;Baja;3;Alta;2;Laboratory Technician;Alta;Divorced;4834;7;Y;No;14;Alta;Media;80;1;9;3;Alta;1;NA;0;0
26;Yes;Travel_Frequently;Research & Development;2;Universitaria;Life Sciences;1;1053;Baja;3;Alta;1;Research Scientist;Alta;Married;2042;6;Y;Yes;14;Alta;Media;80;1;6;2;#N/D;3;NA;1;2
34;No;Travel_Rarely;Sales;10;Universitaria;Life Sciences;1;1055;Alta;3;Alta;1;Sales Representative;Alta;Married;2220;1;Y;Yes;19;Alta;Muy_Alta;80;1;1;2;#N/D;1;NA;0;0
28;No;Travel_Rarely;Sales;10;Universitaria;Medical;1;1056;Muy_Alta;3;Alta;1;Sales Representative;Alta;Married;1052;1;Y;No;22;Muy_Alta;Media;80;0;1;5;#N/D;1;3;0;0
38;No;Travel_Frequently;Research & Development;3;Universitaria;Other;1;1060;Alta;3;Alta;1;Research Scientist;Alta;Married;2821;3;Y;No;16;Alta;Baja;80;1;8;2;#N/D;2;NA;2;2
50;No;Travel_Rarely;Research & Development;2;Universitaria;Medical;1;1061;Media;3;Alta;5;Research Director;Alta;Married;19237;2;Y;Yes;11;Alta;Muy_Alta;80;1;29;2;#N/D;8;NA;7;7
37;No;Travel_Rarely;Research & Development;3;Universitaria;Other;1;1062;Muy_Alta;3;Alta;2;Healthcare Representative;Alta;Single;4107;3;Y;No;15;Alta;Baja;80;0;8;3;#N/D;4;NA;0;1
40;No;Travel_Rarely;Sales;26;Universitaria;Marketing;1;1066;Alta;NA;Alta;2;Sales Executive;Alta;Married;8396;1;Y;No;14;Alta;Media;80;1;8;3;Alta;7;NA;7;5
26;No;Travel_Frequently;Research & Development;1;Secundaria;Medical;1;1068;Baja;2;Media;1;Research Scientist;Media;Divorced;2007;1;Y;No;13;Alta;Alta;80;2;5;5;#N/D;5;NA;1;3
46;No;Travel_Rarely;Research & Development;1;Universitaria;Medical;1;1069;Muy_Alta;NA;Alta;5;Research Director;Alta;Divorced;19627;9;Y;No;17;Alta;Muy_Alta;80;2;23;0;#N/D;2;NA;2;2
54;No;Travel_Rarely;Sales;2;Secundaria;Life Sciences;1;1070;Alta;NA;Media;3;Sales Executive;Media;Married;10686;6;Y;No;11;Alta;Media;80;1;13;4;#N/D;9;NA;7;0
56;No;Travel_Frequently;Research & Development;9;Universitaria;Medical;1;1071;Baja;3;Alta;1;Research Scientist;Alta;Married;2942;2;Y;No;19;Alta;Media;80;1;18;4;#N/D;5;NA;0;3
36;No;Travel_Rarely;Research & Development;12;Secundaria;Medical;1;1073;Muy_Alta;2;Media;3;Manufacturing Director;Media;Single;8858;0;Y;No;11;Alta;Media;80;0;15;2;#N/D;14;NA;7;8
55;No;Non-Travel;Research & Development;2;Secundaria;Medical;1;1074;Alta;NA;Media;4;Manager;Media;Single;16756;7;Y;No;15;Alta;Media;80;0;31;3;#N/D;9;2;6;2
43;No;Travel_Rarely;Sales;25;Secundaria;Medical;1;1076;Alta;NA;Media;3;Sales Executive;Media;Divorced;10798;5;Y;No;13;Alta;Alta;80;1;18;5;#N/D;1;NA;0;0
20;Yes;Travel_Frequently;Sales;9;Universitaria;Marketing;1;1077;Muy_Alta;3;Alta;1;Sales Representative;Alta;Single;2323;1;Y;Yes;14;Alta;Media;80;0;2;3;Alta;2;NA;0;2
21;Yes;Travel_Rarely;Research & Development;10;Secundaria;Life Sciences;1;1079;Alta;2;Media;1;Laboratory Technician;#N/D;Single;1416;1;Y;No;13;Alta;Baja;80;0;1;6;#N/D;1;NA;1;0
46;No;Travel_Rarely;Research & Development;8;Secundaria;Life Sciences;1;1080;Muy_Alta;2;Media;2;Research Scientist;Media;Divorced;4615;8;Y;Yes;23;Muy_Alta;Baja;80;3;19;2;#N/D;16;NA;1;7
51;Yes;Travel_Rarely;Research & Development;4;Universitaria;Life Sciences;1;1081;Baja;3;Alta;1;Research Scientist;Alta;Married;2461;9;Y;Yes;12;Alta;Alta;80;3;18;2;#N/D;10;NA;2;7
28;Yes;Non-Travel;Research & Development;24;Secundaria;Technical Degree;1;1082;Media;2;Media;3;Healthcare Representative;Media;Single;8722;1;Y;No;12;Alta;Baja;80;0;10;2;#N/D;10;NA;1;9
26;No;Travel_Rarely;Research & Development;1;Secundaria;Medical;1;1083;Baja;2;Media;1;Laboratory Technician;Media;Married;3955;1;Y;No;16;Alta;Baja;80;2;6;2;#N/D;5;2;1;3
30;No;Travel_Rarely;Research & Development;20;Universitaria;Other;1;1084;Alta;3;Alta;2;Manufacturing Director;Alta;Married;9957;0;Y;No;15;Alta;Alta;80;1;7;1;Alta;6;3;0;2
41;No;Travel_Rarely;Research & Development;7;Master;Technical Degree;1;1085;Media;4;Muy_Alta;1;Research Scientist;Muy_Alta;Married;3376;1;Y;No;13;Alta;Alta;80;0;10;3;#N/D;10;NA;0;8
38;No;Travel_Rarely;Research & Development;17;Secundaria;Life Sciences;1;1088;Alta;NA;Media;3;Healthcare Representative;Media;Married;8823;0;Y;No;18;Alta;Baja;80;1;20;4;Media;19;NA;1;9
40;No;Travel_Rarely;Research & Development;20;Universitaria;Technical Degree;1;1092;Baja;3;Alta;3;Healthcare Representative;Alta;Married;10322;4;Y;No;20;Muy_Alta;Muy_Alta;80;1;14;6;#N/D;11;NA;11;1
27;No;Non-Travel;Research & Development;8;Primaria;Life Sciences;1;1094;Baja;1;Baja;1;Laboratory Technician;Baja;Married;4621;1;Y;No;19;Alta;Muy_Alta;80;3;3;4;Baja;3;NA;1;2
55;No;Travel_Frequently;Research & Development;2;Universitaria;Life Sciences;1;1096;Muy_Alta;NA;Alta;3;Manufacturing Director;Alta;Married;10976;3;Y;No;18;Alta;Media;80;1;23;4;#N/D;3;NA;1;2
28;No;Travel_Rarely;Research & Development;10;Universitaria;Other;1;1097;Alta;3;Alta;2;Research Scientist;Alta;Single;3660;3;Y;No;13;Alta;Muy_Alta;80;0;10;4;Alta;8;NA;1;7
44;Yes;Travel_Rarely;Human Resources;1;Secundaria;Medical;1;1098;Media;2;Media;3;Human Resources;Media;Married;10482;9;Y;No;14;Alta;Muy_Alta;80;1;24;1;Media;20;NA;3;6
33;No;Travel_Rarely;Research & Development;5;#N/D;Life Sciences;1;1099;Muy_Alta;2;Media;3;Healthcare Representative;Media;Divorced;7119;4;Y;No;15;Alta;Alta;80;1;9;2;#N/D;3;NA;1;2
35;Yes;Travel_Rarely;Sales;4;Universitaria;Technical Degree;1;1100;Muy_Alta;3;Alta;3;Sales Executive;Alta;Single;9582;0;Y;Yes;22;Muy_Alta;Baja;80;0;9;2;#N/D;8;NA;4;7
33;Yes;Travel_Frequently;Research & Development;29;Secundaria;Medical;1;1101;Baja;2;Media;2;Research Scientist;Media;Single;4508;1;Y;No;22;Muy_Alta;Media;80;0;14;4;#N/D;13;NA;3;8
28;No;Travel_Rarely;Research & Development;15;Universitaria;Life Sciences;1;1102;Baja;3;Alta;1;Laboratory Technician;Alta;Divorced;2207;1;Y;No;16;Alta;Muy_Alta;80;1;4;5;#N/D;4;NA;2;2
34;No;Travel_Frequently;Research & Development;3;Universitaria;Life Sciences;1;1103;Baja;3;Alta;2;Healthcare Representative;Alta;Single;7756;0;Y;No;17;Alta;Alta;80;0;7;1;#N/D;6;NA;0;4
37;No;Travel_Rarely;Sales;10;Secundaria;Life Sciences;1;1105;Muy_Alta;NA;Media;2;Sales Executive;Media;Divorced;6694;2;Y;Yes;14;Alta;Alta;80;3;8;5;#N/D;1;NA;0;0
25;Yes;Travel_Rarely;Research & Development;4;#N/D;Technical Degree;1;1106;Muy_Alta;3;Alta;1;Laboratory Technician;Alta;Married;3691;1;Y;Yes;15;Alta;Media;80;1;7;3;#N/D;7;NA;5;6
26;Yes;Travel_Rarely;Research & Development;21;Universitaria;Medical;1;1107;Baja;3;Alta;1;Laboratory Technician;Alta;Divorced;2377;1;Y;No;20;Muy_Alta;Alta;80;1;1;0;#N/D;1;NA;0;0
33;Yes;Travel_Rarely;Research & Development;25;Secundaria;Medical;1;1108;Baja;2;Media;1;Research Scientist;Media;Single;2313;4;Y;Yes;20;Muy_Alta;Media;80;0;5;0;#N/D;2;NA;2;2
42;No;Travel_Rarely;Research & Development;2;Universitaria;Medical;1;1109;Muy_Alta;3;Alta;4;Manager;Alta;Married;17665;0;Y;No;17;Alta;Muy_Alta;80;1;23;3;#N/D;22;NA;13;7
28;Yes;Travel_Frequently;Research & Development;1;Secundaria;Medical;1;1111;Baja;2;Media;1;Laboratory Technician;Media;Divorced;2596;1;Y;No;15;Alta;Baja;80;2;1;2;#N/D;1;NA;0;0
50;Yes;Travel_Frequently;Sales;1;Universitaria;Other;1;1113;Muy_Alta;3;Alta;2;Sales Executive;Alta;Single;4728;3;Y;Yes;14;Alta;Muy_Alta;80;0;5;4;#N/D;0;NA;0;0
33;No;Travel_Frequently;Sales;7;Universitaria;Life Sciences;1;1114;Muy_Alta;3;Alta;2;Sales Executive;Alta;Married;4302;0;Y;No;17;Alta;Alta;80;1;4;3;#N/D;3;NA;0;2
34;No;Non-Travel;Research & Development;3;Secundaria;Life Sciences;1;1115;Alta;2;Media;1;Research Scientist;Media;Married;2979;3;Y;No;17;Alta;Muy_Alta;80;3;6;2;#N/D;0;NA;0;0
48;No;Non-Travel;Research & Development;1;Master;Medical;1;1116;Baja;4;Muy_Alta;4;Manager;#N/D;Single;16885;2;Y;No;22;Muy_Alta;Alta;80;0;27;3;#N/D;5;NA;2;1
45;No;Non-Travel;Sales;9;Secundaria;Life Sciences;1;1117;Media;2;Media;2;Sales Executive;Media;Married;5593;1;Y;No;13;Alta;Muy_Alta;80;1;15;2;#N/D;15;NA;4;12
52;No;Travel_Rarely;Research & Development;7;#N/D;Life Sciences;1;1118;Media;NA;#N/D;3;Healthcare Representative;#N/D;Single;10445;7;Y;No;19;Alta;Muy_Alta;80;0;18;4;#N/D;8;NA;4;0
38;No;Travel_Rarely;Sales;10;#N/D;Marketing;1;1119;Alta;2;Media;3;Sales Executive;Media;Divorced;8740;0;Y;Yes;14;Alta;Media;80;2;9;2;#N/D;8;NA;2;7
29;No;Travel_Rarely;Research & Development;28;Universitaria;Life Sciences;1;1120;Alta;3;Alta;1;Research Scientist;Alta;Divorced;2514;4;Y;No;22;Muy_Alta;Baja;80;1;11;1;Alta;7;NA;1;7
28;No;Travel_Rarely;Research & Development;3;Universitaria;Medical;1;1121;Muy_Alta;NA;Alta;3;Manufacturing Director;Alta;Divorced;7655;0;Y;No;17;Alta;Media;80;3;10;3;#N/D;9;NA;1;7
46;No;Travel_Rarely;Sales;3;Universitaria;Marketing;1;1124;Baja;3;Alta;4;Manager;Alta;Married;17465;3;Y;No;12;Alta;Muy_Alta;80;1;23;3;#N/D;12;NA;4;9
38;No;Travel_Rarely;Sales;2;Universitaria;Marketing;1;1125;Muy_Alta;3;Alta;3;Sales Executive;Alta;Single;7351;7;Y;No;16;Alta;Alta;80;0;10;2;Alta;1;NA;0;0
43;No;Travel_Frequently;Research & Development;27;Universitaria;Life Sciences;1;1126;Alta;NA;Alta;3;Manufacturing Director;Alta;Married;10820;8;Y;No;11;Alta;Alta;80;1;18;1;#N/D;8;NA;0;1
39;Yes;Travel_Frequently;Research & Development;2;Universitaria;Life Sciences;1;1127;Baja;3;Alta;4;Healthcare Representative;Alta;Divorced;12169;7;Y;No;11;Alta;Muy_Alta;80;3;21;4;#N/D;18;NA;11;5
40;No;Travel_Rarely;Research & Development;14;Secundaria;Medical;1;1128;Alta;2;Media;5;Research Director;Media;Single;19626;1;Y;No;14;Alta;Baja;80;0;21;2;#N/D;20;NA;4;9
21;No;Travel_Rarely;Research & Development;1;Secundaria;Technical Degree;1;1131;Muy_Alta;2;Media;1;Research Scientist;Media;Single;2070;1;Y;Yes;11;Alta;Alta;80;0;2;6;#N/D;2;NA;2;2
39;No;Non-Travel;Research & Development;9;Universitaria;Life Sciences;1;1132;Alta;3;Alta;2;Laboratory Technician;Alta;Single;6782;9;Y;No;15;Alta;Alta;80;0;9;2;#N/D;5;3;0;3
36;No;Non-Travel;Research & Development;18;Universitaria;Life Sciences;1;1133;Baja;NA;Alta;2;Manufacturing Director;Alta;Single;7779;2;Y;No;20;Muy_Alta;Baja;80;0;18;0;Alta;11;3;0;9
31;No;Travel_Frequently;Sales;20;Master;Life Sciences;1;1135;Alta;4;Muy_Alta;1;Sales Representative;#N/D;Married;2791;0;Y;No;12;Alta;Baja;80;1;3;4;Muy_Alta;2;NA;2;2
28;No;Travel_Rarely;Research & Development;2;Secundaria;Life Sciences;1;1136;Baja;2;Media;1;Research Scientist;Media;Married;3201;0;Y;No;17;Alta;Baja;80;0;6;2;#N/D;5;2;0;4
35;No;Travel_Frequently;Sales;11;Universitaria;Marketing;1;1137;Muy_Alta;3;Alta;2;Sales Executive;Alta;Divorced;4968;1;Y;No;11;Alta;Muy_Alta;80;1;5;3;#N/D;5;3;0;2
49;No;Travel_Rarely;Sales;8;Secundaria;Technical Degree;1;1138;Muy_Alta;2;Media;4;Sales Executive;Media;Married;13120;6;Y;No;17;Alta;Media;80;1;22;3;#N/D;9;NA;2;3
34;No;Travel_Frequently;Research & Development;2;Universitaria;Life Sciences;1;1140;Muy_Alta;3;Alta;2;Manufacturing Director;Alta;Single;4033;2;Y;No;11;Alta;Muy_Alta;80;0;5;3;Alta;3;NA;0;2
29;No;Travel_Frequently;Research & Development;10;Universitaria;Life Sciences;1;1143;Muy_Alta;3;Alta;1;Research Scientist;Alta;Divorced;3291;0;Y;No;14;Alta;Muy_Alta;80;2;8;2;Alta;7;NA;1;1
